name_marvel,number_marvel,id_marvel,align_marvel,eye_marvel,hair_marvel,sex_marvel,gsm,alive,appearances_marvel,firstappearances_marvel,year_marvel,yearsgrouped_marvel,femalepercentage_marvel,firstfemaleappearance percentage_marvel,year,gender_f,alignmentpercentage_f,gender_m,alignmentpercentage_m,Column1,,lgbt_12,year_lgbt_12,Count_universe_12,,lgbt,year_lgbt,Count_universe,,name_dc,number_dc,id_dc,align_dc,eye_dc,hair_dc,sex_dc,gsm_dc,alive_dc,appearances_dc,firstappearances_dc,year_dc,yearsgrouped_dc,femalepercentage_dc,firstfemaleappearance percentage_dc,Year_1,Column_f,Value_f,Column1,Column_m,Value_m
Morris Walters (Earth-616),1139,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,33,Mar-80,1980,,,,,,,,,,,,1963,0,,,,,,Herbert Simms (New Earth),1139,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,24,"1942, January",1942,,,,,,,,,
Jennifer Stavros (Earth-616),1140,Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,33,Jun-84,1984,,,,,,,,,,,,1963,0,,,,,,Anthony Zucco (New Earth),1140,Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,24,"1940, April",1940,,,,,,,,,
Colin McKay (Earth-616),1141,Secret Identity,Good Characters,Red Eyes,Orange Hair,Male Characters,,Living Characters,33,Nov-88,1988,,,,,,,,,,,,1963,0,,,,,,David Singh (New Earth),1141,,Good Characters,,Brown Hair,Male Characters,,Living Characters,23,"2010, May",2010,,,,,,,,,
Kathleen Neville (Earth-616),1142,Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,33,Nov-89,1989,,,,,,,,,,,,1963,0,,,,,,Ratchet (New Earth),1142,Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,23,"2008, December",2008,,,,,,,,,
Julius Rassitano (Earth-616),1143,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,33,Nov-90,1990,,,,,,,,,,,,1963,0,,,,,,Karu-Sil (New Earth),1143,Public Identity,Bad Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,23,"2007, June",2007,,,,,,,,,
Atalanta (Pantheon) (Earth-616),1144,Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,33,Mar-91,1991,,,,,,,,,,,,1963,0,,,,,,Gerome McKenna (New Earth),1144,Secret Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,23,"2006, July",2006,,,,,,,,,
Karl Striklan (Earth-616),1145,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,33,May-91,1991,,,,,,,,,,,,1963,0,,,,,,Streaky (New Earth),1145,Public Identity,Neutral Characters,Yellow Eyes,Orange Hair,Male Characters,,Living Characters,23,"2006, November",2006,,,,,,,,,
Caretaker (Blood) (Earth-616),1146,Secret Identity,,Blue Eyes,White Hair,Male Characters,,Living Characters,33,Aug-92,1992,,,,,,,,,,,,1963,0,,,,,,Zoanne Wilkins (New Earth),1146,Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,23,"2006, July",2006,,,,,,,,,
Morg (Earth-616),1147,Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,33,Aug-92,1992,,,,,,,,,,,,1963,0,,,,,,Holly Granger (New Earth),1147,Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,23,"2005, May",2005,,,,,,,,,
Victoria Montesi (Earth-616),1148,Secret Identity,Good Characters,,Black Hair,Female Characters,Homosexual Characters,Living Characters,33,Oct-92,1992,,,,,,,,,,,,1963,0,,,,,,Timothy Zanetti (New Earth),1148,Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,23,"2005, March",2005,,,,,,,,,
Kevin Trench (Earth-616),1149,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,33,Feb-93,1993,,,,,,,,,,,,1963,0,,,,,,Jane Doe (New Earth),1149,Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,23,"2003, July",2003,,,,,,,,,
Jack Harrison (Earth-616),1150,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,33,Dec-94,1994,,,,,,,,,,,,1963,0,,,,,,Kirk DePaul (New Earth),1150,Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,23,"2002, February",2002,,,,,,,,,
Alyssa Moy (Earth-616),1151,No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,33,May-98,1998,,,,,,,,,,,,1963,0,,,,,,Freak (New Earth),1151,Secret Identity,Good Characters,Amber Eyes,Black Hair,Female Characters,,Living Characters,23,"2001, December",2001,,,,,,,,,
Malcolm Colcord (Earth-616),1152,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,33,Mar-01,2001,,,,,,,,,,,,1963,0,,,,,,Theodore Bruder (New Earth),1152,Public Identity,Good Characters,Brown Eyes,Orange Hair,Male Characters,,Living Characters,23,"2001, December",2001,,,,,,,,,
Alex Wilder (Earth-616),1153,No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,33,Jul-03,2003,,,,,,,,,,,,1963,0,,,,,,Victor Darge (New Earth),1153,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,23,"2001, December",2001,,,,,,,,,
Carmilla Black (Earth-616),1154,Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,33,Jun-05,2005,,,,,,,,,,,,1963,0,,,,,,Guillermo Barrera (New Earth),1154,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,23,"1998, July",1998,,,,,,,,,
Xavin (Earth-616),1155,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Genderfluid Characters,Genderfluid Characters,Living Characters,33,Oct-05,2005,,,,,,,,,,,,1963,0,,,,,,Stella Maxwell (Dakotaverse),1155,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,23,"1994, December",1994,,,,,,,,,
Predator X (Earth-616),1156,Secret Identity,Bad Characters,Silver Eyes,No Hair,Undefined Characters,,Living Characters,33,Mar-07,2007,,,,,,,,,,,,1963,0,,,,,,Bandage People,1156,Secret Identity,Good Characters,,,Undefined Characters,,Living Characters,23,"1993, June",1993,,,,,,,,,
Anastasia Kravinoff (Earth-616),1157,Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,33,Sep-08,2008,,,,,,,,,,,,1963,0,,,,,,Ladonna Jameal (New Earth),1157,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,23,"1988, May",1988,,,,,,,,,
Ezekiel Stane (Earth-616),1158,Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,33,Apr-08,2008,,,,,,,,,,,,1963,0,,,,,,Mason Trollbridge (New Earth),1158,,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,23,"1988, August",1988,,,,,,,,,
Alistaire Smythe (Earth-616),1159,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,33,,,,,,,,,,,,,,1963,0,,,,,,Hestia (New Earth),1159,Public Identity,Neutral Characters,,,Female Characters,,Living Characters,23,"1987, February",1987,,,,,,,,,
Ho Yinsen (Earth-616),1160,Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,32,Mar-63,1963,,,,,,,,,,,,1963,0,,,,,,Robert Long (New Earth),1160,Public Identity,Good Characters,,,Male Characters,,Living Characters,23,"1987, March",1987,,,,,,,,,
Living Brain (Earth-616),1161,,Neutral Characters,Yellow Eyes,No Hair,Agender Characters,,Living Characters,32,Jan-64,1964,,,,,,,,,,,,1963,0,,,,,,Mikhail Gorbachev (New Earth),1161,Public Identity,,Blue Eyes,,Male Characters,,Living Characters,23,"1985, November",1985,,,,,,,,,
Carter Slade (Earth-616),1162,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,32,Feb-67,1967,,,,,,,,,,,,1963,0,,,,,,Citrina (New Earth),1162,Public Identity,Good Characters,Yellow Eyes,,Female Characters,,Living Characters,23,"1983, April",1983,,,,,,,,,
Jay Little Bear (Earth-616),1163,Public Identity,Good Characters,,,Male Characters,,Living Characters,32,Jan-68,1968,,,,,,,,,,,,1963,0,,,,,,Aristides Demetrios (New Earth),1163,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,23,"1982, June",1982,,,,,,,,,
Phillip Sterling (Earth-616),1164,Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,32,Apr-68,1968,,,,,,,,,,,,1963,0,,,,,,Charon (New Earth),1164,Secret Identity,Neutral Characters,,,Undefined Characters,,Living Characters,23,"1982, August",1982,,,,,,,,,
Lawrence Cranston (Earth-616),1165,Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,32,Jun-72,1972,,,,,,,,,,,,1963,0,,,,,,David Drake (New Earth),1165,Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,23,"1981, February",1981,,,,,,,,,
Erik Killmonger (Earth-616),1166,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,32,Sep-73,1973,,,,,,,,,,,,1963,0,,,,,,Albert Michaels (New Earth),1166,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,23,"1978, May",1978,,,,,,,,,
Integral Synaptic Anti-Anionic Computer (Earth-616),1167,Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,32,Feb-73,1973,,,,,,,,,,,,1963,0,,,,,,Qwewq (New Earth),1167,Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,23,"1972, August",1972,,,,,,,,,
Zzzax (Earth-616),1168,Public Identity,Bad Characters,,No Hair,Undefined Characters,,Living Characters,32,Aug-73,1973,,,,,,,,,,,,1963,0,,,,,,Steppenwolf (New Earth),1168,Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,23,"1972, March",1972,,,,,,,,,
James Montgomery Falsworth (Earth-616),1169,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,32,Jul-76,1976,,,,,,,,,,,,1963,0,,,,,,Mokkari (New Earth),1169,Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,23,"1971, January",1971,,,,,,,,,
Samuels (Earth-616),1170,Public Identity,,,White Hair,Male Characters,,Living Characters,32,Jun-76,1976,,,,,,,,,,,,1963,0,,,,,,Tannarak (New Earth),1170,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,23,"1970, December",1970,,,,,,,,,
Titan (Earth-616),1171,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,32,Oct-77,1977,,,,,,,,,,,,1963,0,,,,,,Leander Brent (New Earth),1171,,Good Characters,,,Male Characters,,Living Characters,23,"1966, June",1966,,,,,,,,,
Hugin (Earth-616),1172,,Good Characters,Black Eyes,,Male Characters,,Living Characters,32,Aug-78,1978,,,,,,,,,,,,1963,0,,,,,,Jillian Jackson (New Earth),1172,,Good Characters,,Blond Hair,Female Characters,,Living Characters,23,"1965, November",1965,,,,,,,,,
Steve Jackson (Earth-616),1173,,Good Characters,,Black Hair,Male Characters,,Deceased Characters,32,Dec-79,1979,,,,,,,,,,,,1963,0,,,,,,Medusa (New Earth),1173,Public Identity,Bad Characters,,,Female Characters,,Living Characters,23,"1964, October",1964,,,,,,,,,
James Jaspers (Earth-616),1174,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,32,Sep-83,1983,,,,,,,,,,,,1963,0,,,,,,Rath (New Earth),1174,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,23,"1962, March",1962,,,,,,,,,
Adversary (Earth-616),1175,Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,32,Dec-84,1984,,,,,,,,,,,,1963,0,,,,,,Saul Erdel (New Earth),1175,Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,23,"1955, November",1955,,,,,,,,,
Gunnhild (Earth-616),1176,,Good Characters,,Red Hair,Female Characters,,Living Characters,32,Dec-84,1984,,,,,,,,,,,,1963,0,,,,,,Abraham Lincoln (New Earth),1176,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,23,"1950, September",1950,,,,,,,,,
Sharon Smith (Earth-616),1177,Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Female Characters,,Deceased Characters,32,Jun-84,1984,,,,,,,,,,,,1963,0,,,,,,Lawrence Lance (New Earth),1177,Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,23,"1948, February",1948,,,,,,,,,
Bonebreaker (Earth-616),1178,Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,32,May-88,1988,,,,,,,,,,,,1963,0,,,,,,Richard Mehlville (New Earth),1178,,Good Characters,,Blond Hair,Male Characters,,Living Characters,23,"1942, January",1942,,,,,,,,,
Craig Hollis (Earth-616),1179,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32,Jul-89,1989,,,,,,,,,,,,1963,0,,,,,,Thor the Thunder Dog (New Earth),1179,,Good Characters,,,Male Characters,,Living Characters,23,"1942, March",1942,,,,,,,,,
Network Nina (Earth-616),1180,Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,32,Oct-89,1989,,,,,,,,,,,,1963,0,,,,,,Cronus (New Earth),1180,Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,23,"1941, December",1941,,,,,,,,,
Bronwen Gryffn (Earth-616),1181,Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,32,Jun-92,1992,,,,,,,,,,,,1963,0,,,,,,Dummy (New Earth),1181,,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,23,"1941, December",1941,,,,,,,,,
Mickey Fondozzi (Earth-616),1182,Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,32,Mar-92,1992,,,,,,,,,,,,1963,0,,,,,,Woodley Allen (New Earth),1182,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,23,"1941, April",1941,,,,,,,,,
Brent Jackson (Earth-616),1183,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32,Jun-01,2001,,,,,,,,,,,,1963,0,,,,,,Richard Stanton (New Earth),1183,Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Deceased Characters,23,"1940, May",1940,,,,,,,,,
Morlun (Earth-616),1184,No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,32,Jun-01,2001,,,,,,,,,,,,1963,0,,,,,,Karl Hellfern (New Earth),1184,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,23,"1939, July",1939,,,,,,,,,
Dee Milo (Earth-616),1185,Public Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,,Deceased Characters,32,Sep-02,2002,,,,,,,,,,,,1963,0,,,,,,Tribulus (New Earth),1185,Public Identity,Neutral Characters,,,Male Characters,,Living Characters,22,"2009, April",2009,,,,,,,,,
Alice Hayes (Earth-616),1186,Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,32,Jul-03,2003,,,,,,,,,,,,1963,0,,,,,,Atlee (New Earth),1186,Secret Identity,Good Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,22,"2007, January",2007,,,,,,,,,
Caiera (Earth-616),1187,No Dual Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,32,Apr-06,2006,,,,,,,,,,,,1963,0,,,,,,Alix Harrower (New Earth),1187,Secret Identity,Good Characters,White Eyes,Red Hair,Female Characters,,Living Characters,22,"2006, January",2006,,,,,,,,,
Hiro-Kala (Earth-616),1188,No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,32,Sep-08,2008,,,,,,,,,,,,1963,0,,,,,,Father Time (New Earth),1188,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22,"2006, April",2006,,,,,,,,,
Kelda (Earth-616),1189,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,32,Feb-08,2008,,,,,,,,,,,,1963,0,,,,,,Shorm (New Earth),1189,Public Identity,Good Characters,Green Eyes,,Male Characters,,Living Characters,22,"2005, November",2005,,,,,,,,,
Sasha Hammer (Earth-616),1190,Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,32,Jul-08,2008,,,,,,,,,,,,1963,0,,,,,,Vortex (New Earth),1190,Secret Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,22,"2004, May",2004,,,,,,,,,
Sebastian Druid (Earth-616),1191,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,32,Jul-08,2008,,,,,,,,,,,,1963,0,,,,,,Jackson Davies (New Earth),1191,,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,"2003, February",2003,,,,,,,,,
June Covington (Earth-616),1192,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,32,Jan-11,2011,,,,,,,,,,,,1963,0,,,,,,Kent Connor (New Earth),1192,Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,22,"1997, January",1997,,,,,,,,,
Uatu Jackson (Earth-616),1193,Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,32,Jan-11,2011,,,,,,,,,,,,1963,0,,,,,,Lyle Bolton (New Earth),1193,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,22,"1996, January",1996,,,,,,,,,
David Rand (Earth-616),1194,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,31,Oct-39,1939,,,,,,,,,,,,1963,0,,,,,,Nicholas Bromfield (New Earth),1194,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,22,"1995, December",1995,,,,,,,,,
Electro (Robot) (Earth-616),1195,,Good Characters,,No Hair,Undefined Characters,,Living Characters,31,Feb-40,1940,,,,,,,,,,,,1963,0,,,,,,Liam McHugh (New Earth),1195,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,22,"1994, March",1994,,,,,,,,,
Doris Evans (Earth-616),1196,Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,31,Oct-63,1963,,,,,,,,,,,,1963,0,,,,,,Bird (New Earth),1196,Secret Identity,,,Blond Hair,Male Characters,,Living Characters,22,"1993, January",1993,,,,,,,,,
Bennett Brant (Earth-616),1197,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,31,Apr-64,1964,,,,,,,,,,,,1963,0,,,,,,Alicia Collins (New Earth),1197,Secret Identity,Good Characters,Blue Eyes,Green Hair,Female Characters,,Living Characters,22,"1992, April",1992,,,,,,,,,
Geirrodur (Earth-616),1198,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31,Feb-64,1964,,,,,,,,,,,,1963,0,,,,,,Brian Arsala (New Earth),1198,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,22,"1988, December",1988,,,,,,,,,
Simon Savage (Earth-616),1199,Public Identity,,,Brown Hair,Male Characters,,Living Characters,31,Sep-64,1964,,,,,,,,,,,,1963,0,,,,,,Cornelius Stirk (New Earth),1199,Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,22,"1988, November",1988,,,,,,,,,
Alexi Shostakov (Earth-616),1200,Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,31,Aug-67,1967,,,,,,,,,,,,1963,0,,,,,,Otis Flannegan (New Earth),1200,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,22,"1988, April",1988,,,,,,,,,
Maris Morlak (Earth-616),1201,Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,31,Sep-67,1967,,,,,,,,,,,,1963,0,,,,,,Walter Johnson I (New Earth),1201,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,22,1988,1988,,,,,,,,,
Ridondo (Earth-616),1202,Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,31,Jun-71,1971,,,,,,,,,,,,1963,0,,,,,,Wayne Hawkins (New Earth),1202,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,22,"1988, January",1988,,,,,,,,,
Samantha Parrington (Earth-616),1203,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,31,Aug-71,1971,,,,,,,,,,,,1963,0,,,,,,Andrew Flint (New Earth),1203,,Good Characters,,Black Hair,Male Characters,,Living Characters,22,"1987, September",1987,,,,,,,,,
Martin Blank (Earth-616),1204,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31,Jul-72,1972,,,,,,,,,,,,1963,0,,,,,,Myndi Mayer (New Earth),1204,Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,22,"1987, August",1987,,,,,,,,,
Bernie Dillon (Earth-616),1205,No Dual Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,31,Sep-76,1976,,,,,,,,,,,,1963,0,,,,,,Child and Flaw (New Earth),1205,,Bad Characters,,,Male Characters,,Living Characters,22,"1986, June",1986,,,,,,,,,
Gammenon (Earth-616),1206,No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,31,Oct-76,1976,,,,,,,,,,,,1963,0,,,,,,Geoffrey Thibodeux (New Earth),1206,,Bad Characters,Black Eyes,,Male Characters,,Living Characters,22,"1985, January",1985,,,,,,,,,
