name_marvel,number_marvel,id_marvel,align_marvel,eye_marvel,hair_marvel,sex_marvel,gsm,alive,appearances_marvel,firstappearances_marvel,year_marvel,yearsgrouped_marvel,femalepercentage_marvel,firstfemaleappearance percentage_marvel,year,gender_f,alignmentpercentage_f,gender_m,alignmentpercentage_m,Column1,gsm,year_marvel,gsm_dc,year_dc,,,,,,name_dc,number_dc,id_dc,align_dc,eye_dc,hair_dc,sex_dc,gsm_dc,alive_dc,appearances_dc,firstappearances_dc,year_dc,yearsgrouped_dc,femalepercentage_dc,firstfemaleappearance percentage_dc,Year_1,Column_f,Value_f,Column1,Column_m,Value_m
Xenith (Earth-616),2250,Secret Identity,Bad Characters,Brown Eyes,Bald,Female Characters,,Living Characters,16,Dec-95,1995,,,,,,,,,,,1995,,1987,,,,,,Shellcase (New Earth),2250,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,10,"2008, January",2008,,,,,,,,,
Alison Mongrain (Earth-616),2251,,,Blue Eyes,Red Hair,Female Characters,,Living Characters,16,Nov-96,1996,,,,,,,,,,,1996,,1987,,,,,,Veon (New Earth),2251,,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,10,"2008, December",2008,,,,,,,,,
Delilah Dearborn (Earth-616),2252,Public Identity,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,16,Jan-96,1996,,,,,,,,,,,1996,,1987,,,,,,Visionary (New Earth),2252,,Bad Characters,,Black Hair,Male Characters,,Living Characters,10,"2008, May",2008,,,,,,,,,
Hope Hibbert (Earth-616),2253,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,16,Aug-97,1997,,,,,,,,,,,1997,,1987,,,,,,Yvonne Pariel (New Earth),2253,,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,10,"2008, August",2008,,,,,,,,,
Lady Vermin (Earth-616),2254,,Good Characters,,Brown Hair,Female Characters,,Living Characters,16,Nov-97,1997,,,,,,,,,,,1997,,1987,,,,,,Bedovian (New Earth),2254,,Bad Characters,,,Male Characters,,Living Characters,10,"2007, July",2007,,,,,,,,,
Green Goblin (Construct) (Earth-616),2255,Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,16,Feb-98,1998,,,,,,,,,,,1998,,1987,,,,,,Despotellis (New Earth),2255,Public Identity,Bad Characters,,,Genderless Characters,,Living Characters,10,"2007, May",2007,,,,,,,,,
Fiz (Earth-616),2256,Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,16,Dec-99,1999,,,,,,,,,,,1999,,1987,,,,,,Rose Levin (New Earth),2256,Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,10,"2007, October",2007,,,,,,,,,
James Howlett (Skrull) (Earth-616),2257,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,16,Aug-99,1999,,,,,,,,,,,1999,,1987,,,,,,Edison (New Earth),2257,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10,"2006, June",2006,,,,,,,,,
Vargas (Earth-616),2258,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,16,Jul-01,2001,,,,,,,,,,,2001,,1987,,,,,,I-Ching (New Earth),2258,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10,"2006, September",2006,,,,,,,,,
Woodstock Schumaker (Earth-616),2259,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,16,Dec-01,2001,,,,,,,,,,,2001,,1987,,,,,,Jacob Colby (New Earth),2259,Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,10,"2006, August",2006,,,,,,,,,
Azazel (Earth-616),2260,Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,16,Oct-03,2003,,,,,,,,,,,2003,,1987,,,,,,Julie Robinson (New Earth),2260,Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,10,"2006, May",2006,,,,,,,,,
Patricia Robertson (Earth-616),2261,Secret Identity,,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,16,Jun-03,2003,,,,,,,,,,,2003,,1987,,,,,,Michael Lasky (New Earth),2261,Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10,"2006, August",2006,,,,,,,,,
Absolon Mercator (Earth-616),2262,Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Deceased Characters,16,Aug-04,2004,,,,,,,,,,,2004,,1987,,,,,,Mister ZZZ (New Earth),2262,Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,10,"2006, December",2006,,,,,,,,,
Anti-Cap (Earth-616),2263,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,16,May-04,2004,,,,,,,,,,,2004,,1987,,,,,,Power Boy (New Earth),2263,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,10,"2006, September",2006,,,,,,,,,
Arthur Zix (Earth-616),2264,Secret Identity,,,Grey Hair,Male Characters,,Deceased Characters,16,Nov-04,2004,,,,,,,,,,,2004,,1987,,,,,,Sabina De La Croix (New Earth),2264,Secret Identity,,,White Hair,Female Characters,,Living Characters,10,"2006, December",2006,,,,,,,,,
Ditto (Earth-616),2265,Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,16,Jun-04,2004,,,,,,,,,,,2004,,1987,,,,,,Stanley Silver (New Earth),2265,Secret Identity,Good Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,10,"2006, August",2006,,,,,,,,,
Maxwell Jordan (Earth-616),2266,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,16,Jul-04,2004,,,,,,,,,,,2004,,1987,,,,,,Kara Zor-El II (New Earth),2266,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,10,"2005, December",2005,,,,,,,,,
Wicked (Earth-616),2267,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,16,Jul-04,2004,,,,,,,,,,,2004,,1987,,,,,,Sir Galahad (New Earth),2267,Public Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,10,"2005, May",2005,,,,,,,,,
Itsu (Earth-616),2268,No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,16,May-06,2006,,,,,,,,,,,2006,,1987,,,,,,Gregory Jupiter (New Earth),2268,Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,10,"2004, July",2004,,,,,,,,,
Jacob Oh (Earth-616),2269,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,16,Oct-06,2006,,,,,,,,,,,2006,,1987,,,,,,Jonathan Warren (New Earth),2269,Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10,"2004, February",2004,,,,,,,,,
Jake Slayton (Earth-616),2270,,Good Characters,,,Male Characters,,Living Characters,16,Jan-06,2006,,,,,,,,,,,2006,,1987,,,,,,Mick Wong (New Earth),2270,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,10,"2004, July",2004,,,,,,,,,
Matthew Risman (Earth-616),2271,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,16,Mar-06,2006,,,,,,,,,,,2006,,1987,,,,,,Simon Lippman (New Earth),2271,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10,"2004, January",2004,,,,,,,,,
Walter Declun (Earth-616),2272,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,16,Jul-06,2006,,,,,,,,,,,2006,,1987,,,,,,Ted Shoemaker (New Earth),2272,Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,10,"2004, December",2004,,,,,,,,,
Kate Kildare (Earth-616),2273,No Dual Identity,Good Characters,Grey Eyes,Blond Hair,Female Characters,,Deceased Characters,16,Oct-07,2007,,,,,,,,,,,2007,,1987,,,,,,Daria Hernandez (New Earth),2273,Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,10,"2003, July",2003,,,,,,,,,
Milo Fields (Earth-616),2274,Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,16,Sep-07,2007,,,,,,,,,,,2007,,1987,,,,,,Hagen (New Earth),2274,Public Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Living Characters,10,"2003, March",2003,,,,,,,,,
William Cobb III (Earth-616),2275,Public Identity,Good Characters,Green Eyes,,Male Characters,,Deceased Characters,16,Oct-07,2007,,,,,,,,,,,2007,,1987,,,,,,Maxine Michaels (New Earth),2275,Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Deceased Characters,10,"2003, April",2003,,,,,,,,,
Ol-Sahm (Earth-616),2276,Public Identity,Good Characters,Brown Eyes,No Hair,Male Characters,,Deceased Characters,16,Aug-08,2008,,,,,,,,,,,2008,,1987,,,,,,Robert Garibaldi (New Earth),2276,Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,10,"2003, October",2003,,,,,,,,,
Qubit (Earth-616),2277,Secret Identity,Good Characters,Blue Eyes,No Hair,Undefined Characters,,Living Characters,16,Dec-08,2008,,,,,,,,,,,2008,,1987,,,,,,Bugg (New Earth),2277,,Bad Characters,,Brown Hair,Male Characters,,Living Characters,10,"2002, November",2002,,,,,,,,,
Anton Vanko (Whiplash) (Earth-616),2278,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,16,Jan-10,2010,,,,,,,,,,,2010,,1987,,,,,,Cylvia Anita Cyber (New Earth),2278,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,10,"2002, February",2002,,,,,,,,,
Br\u00fcn (Earth-616),2279,Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,16,Aug-10,2010,,,,,,,,,,,2010,,1987,,,,,,Jayita Sahir (New Earth),2279,Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,10,"2002, June",2002,,,,,,,,,
Doug Johnson III (Earth-616),2280,Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,16,Jun-10,2010,,,,,,,,,,,2010,,1987,,,,,,Todd Russell (New Earth),2280,Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,10,"2002, January",2002,,,,,,,,,
Ms. Lion (Earth-616),2281,Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,,Living Characters,16,Nov-10,2010,,,,,,,,,,,2010,,1987,,,,,,Amunet Black (New Earth),2281,Public Identity,Bad Characters,Black Eyes,Blue Hair,Female Characters,,Living Characters,10,"2001, August",2001,,,,,,,,,
Corvus Glaive (Earth-616),2282,No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,16,May-13,2013,,,,,,,,,,,2013,,1987,,,,,,Sebastian Ballesteros (New Earth),2282,Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,10,"2001, July",2001,,,,,,,,,
Tyrannix the Abominoid (Legion Personality) (Earth-616),2283,Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,16,Jan-13,2013,,,,,,,,,,,2013,,1987,,,,,,"Stanley Dover, Elder (New Earth)",2283,Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,10,"2001, April",2001,,,,,,,,,
Jim Gardley (Earth-616),2284,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,15,Oct-39,1939,,,,,,,,,,,1939,,1987,,,,,,Ash-Pak-Glif (New Earth),2284,,Good Characters,,,Male Characters,,Living Characters,10,"2000, August",2000,,,,,,,,,
Victor Jay (Earth-616),2285,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,15,Feb-40,1940,,,,,,,,,,,1940,,1987,,,,,,Aviva Weinberg (New Earth),2285,Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,10,"2000, March",2000,,,,,,,,,
Preston Hardwick (Earth-616),2286,Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,15,Nov-50,1950,,,,,,,,,,,1950,,1987,,,,,,Cameron Begay (New Earth),2286,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10,"2000, March",2000,,,,,,,,,
Terror (Horse) (Earth-616),2287,Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,15,Nov-50,1950,,,,,,,,,,,1950,,1987,,,,,,Damara Sinclair (New Earth),2287,Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,10,"2000, March",2000,,,,,,,,,
Kent Blake (Earth-616),2288,Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,15,May-51,1951,,,,,,,,,,,1951,,1987,,,,,,Joel Weinberg (New Earth),2288,Public Identity,Good Characters,,Brown Hair,Male Characters,Homosexual Characters,Living Characters,10,"2000, March",2000,,,,,,,,,
White Swan (Earth-616),2289,Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,15,Feb-51,1951,,,,,,,,,,,1951,,1987,,,,,,Killshot (New Earth),2289,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10,"2000, November",2000,,,,,,,,,
Zane Temple (Earth-616),2290,No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,15,Jan-51,1951,,,,,,,,,,,1951,,1987,,,,,,Short Cut (New Earth),2290,,Bad Characters,,Black Hair,Male Characters,,Living Characters,10,"2000, March",2000,,,,,,,,,
Karl von Horstbadden (Earth-616),2291,,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,15,Oct-56,1956,,,,,,,,,,,1956,,1987,,,,,,Tyson Gilford (New Earth),2291,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,10,"2000, March",2000,,,,,,,,,
Howard Mitchell (Earth-616),2292,Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,15,Feb-63,1963,,,,,,,,,,,1963,,1987,,,,,,Grimm (New Earth),2292,Public Identity,Bad Characters,,,Male Characters,,Living Characters,10,1999,1999,,,,,,,,,
Joe (NYPD) (Earth-616),2293,,,,,Male Characters,,Living Characters,15,Jul-63,1963,,,,,,,,,,,1963,,1987,,,,,,Lourdes Lucero (New Earth),2293,Secret Identity,Bad Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,10,"1999, December",1999,,,,,,,,,
Boris (Latverian) (Earth-616),2294,No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,15,Sep-64,1964,,,,,,,,,,,1964,,1987,,,,,,Mitchell Black (New Earth),2294,Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,10,"1999, September",1999,,,,,,,,,
Falcona (Earth-616),2295,Public Identity,,Green Eyes,Black Hair,Female Characters,,Living Characters,15,Oct-68,1968,,,,,,,,,,,1968,,1987,,,,,,Oblivion (New Earth),2295,Public Identity,Bad Characters,,,Female Characters,,Living Characters,10,"1999, January",1999,,,,,,,,,
Haag (Asgardian) (Earth-616),2296,,Bad Characters,,,Female Characters,,Living Characters,15,Jun-69,1969,,,,,,,,,,,1969,,1987,,,,,,Tiger (New Earth),2296,Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,10,"1999, September",1999,,,,,,,,,
Naga (Earth-616),2297,Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,15,Jan-69,1969,,,,,,,,,,,1969,,1987,,,,,,Farris Knight (DC One Million),2297,Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,10,"1998, October",1998,,,,,,,,,
Tanya Anderssen (Earth-616),2298,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,15,Sep-69,1969,,,,,,,,,,,1969,,1987,,,,,,Sheeva (New Earth),2298,Public Identity,,,Blue Hair,Female Characters,,Living Characters,10,"1998, December",1998,,,,,,,,,
Joshua Link (Earth-616),2299,Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,15,Jan-70,1970,,,,,,,,,,,1970,,1987,,,,,,Ashbury Armstrong (New Earth),2299,Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,10,"1997, May",1997,,,,,,,,,
Jason Grey (Earth-616),2300,,,,,Male Characters,,Living Characters,15,Apr-72,1972,,,,,,,,,,,1972,,1987,,,,,,Axis (New Earth),2300,Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,10,"1997, April",1997,,,,,,,,,
Jason Kimball (Earth-616),2301,Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,15,Aug-72,1972,,,,,,,,,,,1972,,1987,,,,,,Bridget (New Earth),2301,Public Identity,Bad Characters,,Blue Hair,Female Characters,,Living Characters,10,"1997, August",1997,,,,,,,,,
Lou-Ann Savannah (Earth-616),2302,Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,15,Sep-72,1972,,,,,,,,,,,1972,,1987,,,,,,Carlos (New Earth),2302,Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10,"1997, August",1997,,,,,,,,,
Thog (Earth-616),2303,Secret Identity,Bad Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,15,Dec-72,1972,,,,,,,,,,,1972,,1987,,,,,,Delroy Amberson (New Earth),2303,Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,10,"1997, February",1997,,,,,,,,,
Thomas J. Roberts (Earth-616),2304,No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,15,Oct-72,1972,,,,,,,,,,,1972,,1987,,,,,,Moe (New Earth),2304,Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,10,"1997, August",1997,,,,,,,,,
Drake Shannon (Earth-616),2305,Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,15,Nov-73,1973,,,,,,,,,,,1973,,1987,,,,,,Reggie (New Earth),2305,Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,10,"1997, October",1997,,,,,,,,,
Silas King (Earth-616),2306,Secret Identity,,Blue Eyes,,Male Characters,,Living Characters,15,Apr-73,1973,,,,,,,,,,,1973,,1987,,,,,,Aaron Langstrom (New Earth),2306,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10,"1996, April",1996,,,,,,,,,
Thomas Stuart (Earth-616),2307,Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,15,Dec-73,1973,,,,,,,,,,,1973,,1987,,,,,,Kindred Grim (New Earth),2307,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,10,"1996, September",1996,,,,,,,,,
Desmond Pitt (Earth-616),2308,Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,15,Jan-74,1974,,,,,,,,,,,1974,,1987,,,,,,Mawzir (New Earth),2308,,Bad Characters,,Blond Hair,Male Characters,,Living Characters,10,"1996, April",1996,,,,,,,,,
Lawrence Chesney (Earth-616),2309,Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,15,Aug-75,1975,,,,,,,,,,,1975,,1987,,,,,,Mr. Truman (New Earth),2309,Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,10,"1996, December",1996,,,,,,,,,
Manphibian (Earth-616),2310,Secret Identity,Neutral Characters,Red Eyes,Bald,Male Characters,,Living Characters,15,Sep-75,1975,,,,,,,,,,,1975,,1987,,,,,,Diedre Vance (New Earth),2310,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10,1995,1995,,,,,,,,,
Abraham Klein (Earth-616),2311,No Dual Identity,,Brown Eyes,White Hair,Male Characters,,Deceased Characters,15,Jan-76,1976,,,,,,,,,,,1976,,1987,,,,,,Joshua Terrill (New Earth),2311,Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,10,"1995, October",1995,,,,,,,,,
Harrison Thompson (Earth-616),2312,Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,15,Dec-76,1976,,,,,,,,,,,1976,,1987,,,,,,White Lightning (New Earth),2312,Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,10,"1995, July",1995,,,,,,,,,
Charles Delazny Jr. (Earth-616),2313,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,15,Feb-77,1977,,,,,,,,,,,1977,,1987,,,,,,Backlash (New Earth),2313,Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,10,"1994, March",1994,,,,,,,,,
Impulse (Earth-616),2314,Secret Identity,Neutral Characters,,No Hair,Male Characters,,Deceased Characters,15,Oct-77,1977,,,,,,,,,,,1977,,1987,,,,,,Dennis Baintan (New Earth),2314,Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,10,"1994, May",1994,,,,,,,,,
Robert Bruce Banner (Eternals Robot) (Earth-616),2315,Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,15,Aug-77,1977,,,,,,,,,,,1977,,1987,,,,,,Holly Marsh (New Earth),2315,,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,10,"1994, October",1994,,,,,,,,,
Tefral (Earth-616),2316,Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,15,Jan-77,1977,,,,,,,,,,,1977,,1987,,,,,,Julianna Hut\u00f6ff (New Earth),2316,Public Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Deceased Characters,10,"1994, March",1994,,,,,,,,,
Carina Walters (Earth-616),2317,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Jan-78,1978,,,,,,,,,,,1978,,1987,,,,,,Manticore III (New Earth),2317,Secret Identity,Bad Characters,,,Male Characters,,Living Characters,10,"1994, March",1994,,,,,,,,,
